group_initial_degree_saturation,n_digitized_points,volumetric_strain_min_pct,volumetric_strain_median_pct,volumetric_strain_max_pct,volumetric_strain_range_pct
0.0,2,0.2847222222222222,0.6961805555555556,1.1076388888888888,0.8229166666666666
0.12,4,0.3125,0.6302083333333333,1.1041666666666667,0.7916666666666667
0.2,4,0.4930555555555556,0.9236111111111112,1.2986111111111112,0.8055555555555556
0.3,4,0.4444444444444444,1.1284722222222223,1.6354166666666667,1.1909722222222223
0.4,4,0.6840277777777778,1.1631944444444444,1.8715277777777777,1.1875
0.56,4,0.6215277777777778,1.0815972222222223,1.6840277777777777,1.0625
