n_steps,normalized_dt,final_plastic_strain_index,stiffness_loss_pct,final_hydraulic_damage,final_seismic_damage,plastic_error_vs_finest_pct,stiffness_loss_error_vs_finest_pct
360,0.002785515320334262,0.004478259890720703,18.392628855459225,0.2,0.009053350387718864,1.2317426244725609,0.01188091666468251
720,0.0013908205841446453,0.004520698108028424,18.39410070350178,0.2,0.009071222828235578,0.29576551017136593,0.003879487477578831
1440,0.0006949270326615705,0.004531426702460214,18.39457651657055,0.2,0.009077000558356368,0.05914579582375678,0.0012928178853619592
2880,0.0003473428273706148,0.004534108436978777,18.39481432802016,0.2,0.009079888268815884,0.0,0.0
