sample,suction_amp_kpa,cyclic_amp,final_plastic_strain_index,stiffness_loss_pct,final_hydraulic_damage,final_seismic_damage,parameter_set,pc0_kpa
1256,108.42534586727604,0.2181187695116833,0.006557166205825135,18.98926665692221,0.2,0.01629823797691249,baseline_params_with_input_perturbation,120.0
1257,94.42857333843278,0.19517865551607672,0.003994655028181995,18.240606974342587,0.2,0.0072073704027310346,baseline_params_with_input_perturbation,120.0
1258,92.38546351711882,0.19172164585250642,0.0037051069955382834,18.15246776133006,0.2,0.006137108530436295,baseline_params_with_input_perturbation,120.0
1259,97.64210587656554,0.1898468824907168,0.0037217936034469636,18.156923732265273,0.2,0.006191216748935216,baseline_params_with_input_perturbation,120.0
1260,102.20708235687808,0.1910074046143881,0.0038977653134358373,18.20818416962936,0.2,0.0068136649169276515,baseline_params_with_input_perturbation,120.0
1261,99.35313854901237,0.18115523845514792,0.0032590222231755903,18.013279424556806,0.2,0.004446964441046678,baseline_params_with_input_perturbation,120.0
1262,102.5443421275408,0.18439862888976205,0.0034885874835559735,18.084245238709627,0.2,0.005308692184331173,baseline_params_with_input_perturbation,120.0
1263,104.98872750410709,0.20401667261959014,0.004984081477540426,18.532746399639866,0.2,0.010754777709912447,baseline_params_with_input_perturbation,120.0
1264,92.60796547222346,0.19499225774234416,0.003927079667262288,18.22005733091514,0.2,0.006957839018255003,baseline_params_with_input_perturbation,120.0
1265,102.06110553474876,0.18536420541219104,0.0035368792195748923,18.098943908213172,0.2,0.0054871760283024505,baseline_params_with_input_perturbation,120.0
1266,90.57307293122065,0.20588887990406224,0.004685084852027216,18.451188219375712,0.2,0.0097644283781333,baseline_params_with_input_perturbation,120.0
1267,90.42041113967223,0.19231513764325217,0.003680764485631948,18.145698897535347,0.2,0.006054915184357679,baseline_params_with_input_perturbation,120.0
1268,94.05261246026419,0.19384076517130236,0.0038917834262718106,18.209405705427116,0.2,0.006828497851614605,baseline_params_with_input_perturbation,120.0
1269,101.8359519078664,0.19756185905059095,0.004372137087901456,18.349359130076014,0.2,0.008527932293779667,baseline_params_with_input_perturbation,120.0
1270,93.89664931489946,0.18520342126402467,0.0033640829611149827,18.04758565105179,0.2,0.00486354004848561,baseline_params_with_input_perturbation,120.0
1271,97.98850283409921,0.2013313716137807,0.004569206216183481,18.41109258040765,0.2,0.009277552762092777,baseline_params_with_input_perturbation,120.0
1272,95.64709184187537,0.19623377483984053,0.004104856173634859,18.27376827637218,0.2,0.007610043355947708,baseline_params_with_input_perturbation,120.0
1273,109.67260761621382,0.19985563897972042,0.0047193894486855445,18.453472065788535,0.2,0.009792160798860385,baseline_params_with_input_perturbation,120.0
1274,93.61088349196798,0.20921564404302348,0.005113005697640163,18.577067735321716,0.2,0.011292965357477949,baseline_params_with_input_perturbation,120.0
1275,93.07518019660357,0.19850064144544666,0.00419205611447533,18.30042038341454,0.2,0.00793367608431918,baseline_params_with_input_perturbation,120.0
1276,90.59100271430601,0.2139412323980343,0.005442295435288698,18.677164334644047,0.2,0.012508424063534968,baseline_params_with_input_perturbation,120.0
1277,91.98670726502071,0.21296732464907217,0.00541308706572782,18.666577302507726,0.2,0.012379867244736754,baseline_params_with_input_perturbation,120.0
