cyclic_shear_strain_amplitude_pct,observed_median_pct,observed_min_pct,observed_max_pct,n_series,constant_suction_feature_pct,no_hysteresis_feature_pct,hysteresis_only_feature_pct,full_hysteretic_damage_feature_pct
0.3,0.15,0.1,0.2,5,0.0,0.08261787321317555,0.1835952738070568,0.18420510059790024
1.0,1.65,1.45,1.85,5,0.0,0.08261787321317555,0.1835952738070568,0.18562802977653456
3.0,4.85,4.1,5.2,5,0.0,0.08261787321317555,0.1835952738070568,0.18969354171548936
5.0,7.65,5.85,8.55,5,0.2582973000998133,0.3458602772870448,0.7654698932859404,0.8299281407502088
