suction_kpa,sr_closed_form,sr_independent_formula,sr_abs_error,pc_closed_form,pc_independent_formula,pc_abs_error,pc_primary_closed_form,pc_primary_independent_formula,pc_primary_abs_error,pc_damage_sensitivity_factor,pc_if_damage_sensitivity_closed_form,pc_if_damage_sensitivity_independent_formula,pc_damage_sensitivity_abs_error
5.0,0.9656690950679448,0.9656690950679448,0.0,123.04450624417257,123.04450624417255,1.4210854715202004e-14,123.04450624417257,123.04450624417255,1.4210854715202004e-14,1.0,123.04450624417257,123.04450624417255,1.4210854715202004e-14
7.215189873417721,0.9538775988343625,0.9538775988343625,0.0,124.3472675495176,124.3472675495176,0.0,124.3472675495176,124.3472675495176,0.0,0.9941855471879507,123.62425623004366,123.62425623004366,0.0
9.430379746835442,0.9399482103155252,0.9399482103155252,0.0,125.62338564292614,125.62338564292615,1.4210854715202004e-14,125.62338564292614,125.62338564292615,1.4210854715202004e-14,0.9883877583720557,124.16461653472005,124.16461653472007,1.4210854715202004e-14
11.645569620253164,0.924450521489198,0.924450521489198,0.0,126.87392849805319,126.87392849805319,0.0,126.87392849805319,126.87392849805319,0.0,0.9826066335523154,124.66716376702921,124.66716376702921,0.0
13.860759493670885,0.9078546370680234,0.9078546370680234,0.0,128.09990113480208,128.09990113480208,0.0,128.09990113480208,128.09990113480208,0.0,0.9768421727287293,125.13338575085548,125.13338575085548,0.0
16.075949367088604,0.8905481033337754,0.8905481033337754,0.0,129.30225047203282,129.30225047203282,0.0,129.30225047203282,129.30225047203282,0.0,0.9710943759012979,125.56468822477201,125.56468822477201,0.0
18.29113924050633,0.8728464018635808,0.8728464018635808,0.0,130.48186972151595,130.48186972151595,0.0,130.48186972151595,130.48186972151595,0.0,0.9653632430700209,125.9624009162026,125.9624009162026,0.0
20.50632911392405,0.8550020397827226,0.8550020397827226,0.0,131.6396023742106,131.6396023742106,0.0,131.6396023742106,131.6396023742106,0.0,0.9596487742348982,126.3277830591806,126.3277830591806,0.0
22.72151898734177,0.8372132965486506,0.8372132965486506,0.0,132.7762458234303,132.7762458234303,0.0,132.7762458234303,132.7762458234303,0.0,0.95395096939593,126.66202841601363,126.66202841601363,0.0
24.93670886075949,0.8196326090224393,0.8196326090224393,0.0,133.89255466387866,133.89255466387866,0.0,133.89255466387866,133.89255466387866,0.0,0.9482698285531165,126.96626985565499,126.96626985565499,0.0
27.151898734177212,0.802374355813092,0.802374355813092,0.0,134.9892437007407,134.98924370074073,2.842170943040401e-14,134.9892437007407,134.98924370074073,2.842170943040401e-14,0.9426053517064573,127.24158353512537,127.2415835351254,2.842170943040401e-14
29.367088607594933,0.7855218416872022,0.7855218416872022,0.0,136.06699069888114,136.06699069888114,0.0,136.06699069888114,136.06699069888114,0.0,0.9369575388559526,127.48899272475947,127.48899272475947,0.0
31.582278481012658,0.7691333813492235,0.7691333813492235,0.0,137.1264388986288,137.12643889862883,2.842170943040401e-14,137.1264388986288,137.12643889862883,2.842170943040401e-14,0.9313263900016023,127.70947131323527,127.70947131323528,1.4210854715202004e-14
33.79746835443038,0.7532474711170147,0.7532474711170147,0.0,138.16819932153223,138.16819932153223,0.0,138.16819932153223,138.16819932153223,0.0,0.9257119051434065,127.90394702416953,127.90394702416953,0.0
36.0126582278481,0.7378870990635124,0.7378870990635124,0.0,139.19285288678148,139.19285288678148,0.0,139.19285288678148,139.19285288678148,0.0,0.9201140842813652,128.07330437243172,128.07330437243172,0.0
38.22784810126582,0.7230632796757944,0.7230632796757944,0.0,140.20095235665207,140.20095235665207,0.0,140.20095235665207,140.20095235665207,0.0,0.9145329274154783,128.218387385167,128.218387385167,0.0
40.44303797468354,0.7087779142457147,0.7087779142457147,0.0,141.19302412728268,141.19302412728268,0.0,141.19302412728268,141.19302412728268,0.0,0.9089684345457459,128.3400021097559,128.3400021097559,0.0
42.65822784810126,0.6950260798266529,0.6950260798266529,0.0,142.16956987931147,142.16956987931144,2.842170943040401e-14,142.16956987931147,142.16956987931144,2.842170943040401e-14,0.903420605672168,128.43891892851917,128.43891892851914,2.842170943040401e-14
44.87341772151898,0.6817978432095935,0.6817978432095935,0.0,143.131068101329,143.131068101329,0.0,143.131068101329,143.131068101329,0.0,0.8978894407947444,128.51587469785676,128.51587469785676,0.0
47.088607594936704,0.6690796859553273,0.6690796859553273,0.0,144.07797549772926,144.07797549772926,0.0,144.07797549772926,144.07797549772926,0.0,0.8923749399134754,128.57157472764132,128.57157472764132,0.0
49.303797468354425,0.6568556146566483,0.6568556146566483,0.0,145.01072829132775,145.01072829132775,0.0,145.01072829132775,145.01072829132775,0.0,0.8868771030283608,128.6066946150455,128.6066946150455,0.0
51.518987341772146,0.6451080188446526,0.6451080188446526,0.0,145.92974343004693,145.92974343004693,0.0,145.92974343004693,145.92974343004693,0.0,0.8813959301394008,128.6218819455303,128.6218819455303,0.0
53.73417721518987,0.6338183281301097,0.6338183281301097,0.0,146.8354197060244,146.8354197060244,0.0,146.8354197060244,146.8354197060244,0.0,0.8759314212465951,128.61775787243823,128.61775787243823,0.0
55.94936708860759,0.6229675106570454,0.6229675106570454,0.0,147.72813879466162,147.72813879466162,0.0,147.72813879466162,147.72813879466162,0.0,0.870483576349944,128.59491858549796,128.59491858549796,0.0
58.164556962025316,0.6125364468362712,0.6125364468362712,0.0,148.60826622038985,148.60826622038985,0.0,148.60826622038985,148.60826622038985,0.0,0.8650523954494471,128.5539366775374,128.5539366775374,0.0
60.379746835443036,0.602506205562506,0.602506205562506,0.0,149.4761522552685,149.4761522552685,0.0,149.4761522552685,149.4761522552685,0.0,0.859637878545105,128.4953624178041,128.4953624178041,0.0
62.59493670886076,0.5928582445649077,0.5928582445649077,0.0,150.33213275594557,150.33213275594557,0.0,150.33213275594557,150.33213275594557,0.0,0.8542400256369171,128.41972493949137,128.41972493949137,0.0
64.81012658227849,0.5835745520337757,0.5835745520337757,0.0,151.17652994398472,151.17652994398472,0.0,151.17652994398472,151.17652994398472,0.0,0.8488588367248838,128.32753334835544,128.32753334835544,0.0
67.0253164556962,0.5746377430406977,0.5746377430406977,0.0,152.00965313409625,152.00965313409625,0.0,152.00965313409625,152.00965313409625,0.0,0.8434943118090049,128.21927775867007,128.21927775867007,0.0
69.24050632911391,0.5660311213726522,0.5660311213726522,0.0,152.83179941439067,152.83179941439067,0.0,152.83179941439067,152.83179941439067,0.0,0.8381464508892806,128.095430262194,128.095430262194,0.0
71.45569620253164,0.5577387150980307,0.5577387150980307,0.0,153.64325428239874,153.64325428239874,0.0,153.64325428239874,153.64325428239874,0.0,0.8328152539657107,127.95644583531417,127.95644583531417,0.0
